the_geom,cartodb_id,the_geom_webmercator,last_updated,_ds_write_method,access_direction,access_direction_cardinal,accessible,baby_change_facilities,bbq,boat_ramp,caravan_disposal,carriageway_code,carriageway_configuration,category,construction_date,description,distance_from,driver_reviver,emergency_phones,entry_taper,exit_taper,food_available,fuel_available,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,latitude,lga,light_vehicle_parking_capacity,light_vehicles_parking_type,lighting,link_no,litter_bins,longitude,lookout,ne_unique,pets_allowed,picnic_table,playground,power_outlets,power_supply,region,rest_area_name,rest_area_number,road_name,road_number,separated_parking_areas_light_heavy,shade,shelter,side_of_road,sign_non_potable,site_status,sports_ground,suburb,toilets,tourist_information,tree_shading,vehicle_type,water_supply_type,guid,responsible_authority
0101000020E6100000EC34D2527903634011DF89592F663FC0,12456,0101000020110F00000BAA1C77F22570413AAE0272AC1C4CC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,82.4km West of Wauchope,false,false,,,false,false,,,-31.39916,PORT MACQUARIE - HASTINGS,,,false,0360,true,152.10856,false,"0000011,0360,A1",false,true,false,false,false,NORTHERN REGION,Gingers Creek,637,OXLEY HIGHWAY,0000011,false,false,true,RIGHT,false,OPEN,false,MOUNT SEAVIEW,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,16EA756153213BD7,RMS
0101000020E610000060764F1E16E562403C1405FA44CE40C0,12457,0101000020110F0000FC4B7C95230C7041FD68E9E917574EC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,false,false,false,false,false,B1,,REST AREA,,,29.4km North start of Pacific Hwy,false,false,,,false,false,,,-33.61148,HORNSBY,,,false,0830,false,151.15895,false,"0000010,0830,B1",false,false,false,false,false,SYDNEY NORTH ZONE,Former RTA Weighbridge,1373,PACIFIC HWY,0000010,false,false,true,RIGHT,false,,false,COWAN,2,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,E1B76F67264D0EB9,RMS
0101000020E61000003F355EBA491F62406553AEF02EC341C0,12458,0101000020110F0000FDA7CD294CC86E41098769E82B2850C1,2018-12-21 11:12:56+00,2,COUNTER,BOTH,false,false,true,false,false,A1,,REST AREA,,,1km from Deniliquin and 121km to Hay,false,false,,,false,false,,,-35.52487,EDWARD RIVER,,,true,0111,true,144.97775,false,"0000021,0111,A1",false,true,false,false,false,SOUTH WEST REGION,Deni Rest Area,3032,DAVIDSON ST,0000021,false,true,true,RIGHT,false,,false,DENILIQUIN,2,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,C6E71D25A7B8E881,OTHER
0101000020E6100000601F9DBAF2D36240F59CF4BEF1E140C0,12459,0101000020110F00009738D2BE2AFB6F41730F4918427F4EC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,false,false,false,false,false,B2,,PARKING AREA,,,82km from Lithgow,false,false,,,false,false,,,-33.76519,BLUE MOUNTAINS,,,false,1190,true,150.62338,false,"0000005,1190,B2",false,false,false,false,false,SYDNEY WEST ZONE,Glenbrook Oval,939,GREAT WESTERN HWY,0000005,false,false,true,LEFT,false,,false,GLENBROOK,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,7C1C134C0B4DAE92,COUNCIL
0101000020E61000005036E50AEF6D6240F2D24D6210D441C0,12460,0101000020110F0000C974C29FE24D6F41F611523ACD3950C1,2018-12-21 11:12:56+00,2,COUNTER,,false,false,false,false,false,C1,,PARKING AREA,,,100km from Gundagai and  79km to Albury,false,false,,,false,false,,,-35.65675,GREATER HUME,,,false,2085,true,147.43543,false,"0000002,2085,C1",false,false,false,false,false,SOUTH WEST REGION,Garryowen,30,HUME HIGHWAY,0000002,false,true,true,RIGHT,false,,false,LITTLE BILLABONG,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,A895443DA69C684C,RMS
0101000020E61000002332ACE28DB26240E527D53E1D6B41C0,12461,0101000020110F000009B4A6AC71C26F4125BA668550994FC1,2018-12-21 11:12:56+00,2,COUNTER,,false,false,false,false,false,C1,,PARKING AREA,,,17km South of Goulburn,false,false,,,false,false,,,-34.83683,GOULBURN MULWAREE,,,false,1085,false,149.57982,false,"0000003,1085,C1",false,false,false,false,false,SOUTHERN REGION,Truck Stopping Area Wollogorang,318,FEDERAL HIGHWAY,0000003,false,true,true,RIGHT,false,,false,YARRA,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,E77A1692B9949329,RMS
0101000020E6100000D7FA22A12DA062406B65C22FF5733DC0,12462,0101000020110F0000D738B0053BA36F41D5B4577EE8314AC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A2,,REST AREA,,,95km West of Moree,false,false,,,false,false,,,-29.45296,MOREE PLAINS,,,false,0770,true,149.00557,false,"0000012,0770,A2",false,true,false,false,false,WESTERN REGION,,1359,GWYDIR HIGHWAY,0000012,false,true,true,LEFT,false,,false,BULLARAH,1,false,true,LIGHT VEHICLES ONLY,RAINWATER TANK,69E41FE09BFACF7C,RMS
0101000020E6100000085A8121ABAE6240E449D235937341C0,12464,0101000020110F0000A99ED3FBD7BB6F41C378EEC3D4AA4FC1,2018-12-21 11:12:56+00,2,PRESCRIBED,,false,false,false,false,false,B3,,PARKING AREA,,,57km North of Canberra,false,false,,,false,false,,,-34.90293,GREATER ARGYLE,,,false,1070,false,149.45839,false,"0000003,1070,B3",false,false,false,false,false,SOUTHERN REGION,Truck Parking Baxters Lane,333,FEDERAL HIGHWAY,0000003,false,false,true,LEFT,false,,false,COLLECTOR,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,CC3F329C0910C32A,RMS
0101000020E6100000153AAFB14BD1614096218E75713B41C0,12465,0101000020110F0000478574D8D1436E41E50131AFE1364FC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,23km from Euston and  55km to Mildura (VIC),false,false,,,false,false,,,-34.4644,BALRANALD,,,false,0570,true,142.54049,false,"0000014,0570,A1",false,true,false,false,false,SOUTH WEST REGION,Mail Route Rest Area,265,STURT HIGHWAY,0000014,false,true,true,RIGHT,false,OPEN,false,MALLEE,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,CAEAEA92A74FA1B8,RMS
0101000020E610000002F1BA7EC1AF624014E81379920440C0,12467,0101000020110F0000812A30D0B0BD6F4142444B2C60BF4CC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,Coolah Turnoff (Int HW27/MR55),false,false,,,false,false,,,-32.03572,COONABARABRAN,,,true,0310,true,149.49237,false,"0000027,0310,A1",false,true,false,false,false,WESTERN REGION,,1773,SCONE-DUNEDOO RD,0000027,false,true,true,RIGHT,false,,false,LEADVILLE,3,false,true,LIGHT VEHICLES ONLY,WATER TRUCK,40DCBAE77718D2A9,COUNCIL
0101000020E6100000F168E388B50B62405E4BC8073D7B40C0,12468,0101000020110F000019F8D9720AA76E4105CBB6A95FAE4DC1,2018-12-21 11:12:56+00,2,BOTH,BOTH,true,false,false,false,false,A2,,PARKING AREA,,,9.5km South of Ivanhoe,false,false,,,false,false,,,-32.9628,CENTRAL DARLING,,,false,0360,true,144.36591,false,"0000021,0360,A2",false,false,false,false,false,WESTERN REGION,,1548,COBB HIGHWAY,0000021,false,false,true,RIGHT,false,,false,IVANHOE,1,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,79766A1BCB826678,RMS
